fulltitle,year_x,rank_x,title_x,artist_x,title_lower,date,year_y,title_y,simple_title,artist_y,main_artist,peak_pos,last_pos,weeks,rank_y,change,spotify_link,spotify_id,video_link,genre,broad_genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,lyrics
Look into my eyes and I'll own you
With the moves like jagger

I got the moves like jagger
I got the moo oo oo oo oo oo oo oo oo ves like jagger
Well maybe it's hard
When you feel like
You're broken and scarred
nothing feels right
When you're with me

I'll make you believe
I've got the key.
Oh, so get in the car
You can ride it
Wherever you want
Get inside it.
If you wanna steer
I'm shifting gears

I'll take it from here.
Oh! And it goes like this...
Take me by the tongue
And I'll know you
Kiss me till you're drunk and I'll show you
You wanna move like jagger

I got the moves like jagger
I got the moo oo oo oo oo oo oo oo oo ves like jagger
I don't need to try and control you
Look into my eyes and I'll own you
With the moves like jagger

I got the moves like jagger
I got the moo oo oo oo oo oo oo oo oo ves like jagger
(Christina's Part)
You wanna know
How to make me smile?
Take control on me just for the night.
When I share my secret

You're gonna have to keep it.
Nobody else can see this.
So won't cha learn?
I won't show you twice.
Head to toe
Oooo baby rub it right.
If I share my secret

You're gonna have to keep it.

Nobody else can see this.
(Back to Maroon 5)
Oh! And it goes like this...
Take me by the tongue
And I'll know you
Kiss me till you're drunk and I'll show you
You wanna move like jagger
I got the moves like jagger
I got the moo oo oo oo oo oo oo oo oo ves like jagger
I don't need to try and control you
Look into my eyes and I'll own you
With the moves like jagger
I got the moves like jagger
I got the moo oo oo oo oo oo oo oo oo ves like jagger"

6.We Found Love- Rihanna,2011,6,We Found Love, Rihanna,we found love,7/14/12,2012.0,We Found Love,we found love,rihanna,rihanna,1.0,44.0,41.0,48.0,-4,https://embed.spotify.com/?uri=spotify:track:14fmbvjYLqRZEXz1VZdM2M,14fmbvjYLqRZEXz1VZdM2M,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71101839,"[u'dance pop', u'pop', u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/14fmbvjYLqRZEXz1VZdM2M,0.74,0.124,127.98,0.0407,0.0225,0.00139,4,0.755,1,215760,-4.951,0.609,1,"Yellow diamonds in the light
And we're standing side by side
As your shadow crosses mine
What it takes to come alive

It's the way I'm feeling I just can't deny
But I've gotta let it go

We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place

Shine a light through an open door
Love and life I will divide
Turn away 'cause I need you more
Feel the heartbeat in my mind

It's the way I'm feeling I just can't deny
But I've gotta let it go

We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place

Yellow diamonds in the light
And we're standing side by side
As your shadow crosses mine (mine, mine, mine)

We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place

We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place"

7.Someone like You- Adele,2011,7,Someone like You, Adele,someone like you,4/14/12,2012.0,Someone Like You,someone like you,adele,adele,1.0,39.0,39.0,48.0,-9,https://embed.spotify.com/?uri=spotify:track:4kflIGfjdZJW4ot2ioixTB,4kflIGfjdZJW4ot2ioixTB,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GB1411100077,[u'pop'],pop,https://api.spotify.com/v1/audio-analysis/4kflIGfjdZJW4ot2ioixTB,0.33,0.0975,135.109,0.0285,0.892,0,4,0.559,9,285040,-8.251,0.285,1,"I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back
Or hide from the light

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face, and that you'd be reminded
That for me it isn't over

Never mind, I'll find someone like you
I wish nothing but the best for you two
""Don't forget me"", I beg
""I'll remember"", you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

You know how the time flies, only
Yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face, and that you'd be reminded
That for me it isn't over

Never mind, I'll find someone like you
I wish nothing but the best for you two
""Don't forget me"", I beg
""I'll remember"", you said
Sometimes it lasts in love, but sometimes it hurts instead

Nothing compares, no worries or cares
Regrets and mistakes, they're memories made
Who would have known how bittersweet this would taste?

Never mind, I'll find someone like you
I wish nothing but the best for you two
""Don't forget me"", I beg
""I'll remember"", you said
Sometimes it lasts in love, but sometimes it hurts instead

Never mind, I'll find someone like you
I wish nothing but the best for you two
""Don't forget me"", I beg
""I'll remember"", you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead, yeah, yeah"

"8.Give Me Everything- Pitbull (featuring Ne-Yo, Afrojack and Nayer)",2011,8,Give Me Everything, Pitbull (featuring Ne,give me everything,2/18/12,2012.0,Give Me Everything,give me everything,pitbull,pitbull,1.0,45.0,45.0,49.0,-4,https://embed.spotify.com/?uri=spotify:track:4QNpBfC0zvjKqPJcyqBy9W,4QNpBfC0zvjKqPJcyqBy9W,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=TIVEV1199190,"[u'dance pop', u'latin', u'pop', u'pop rap']",rap,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,0.939,0.298,129.023,0.161,0.192,0,4,0.671,8,252307,-3.206,0.529,1,"Me not working hard?
Yeah right picture that with a Kodak
And, better yet, go to Times Square
Take a picture of me with a Kodak
Took my life from negative to positive
And I just want y'all know that
And tonight, let's enjoy life
Pitbull, Nayer, Ne-Yo, tell us right

Tonight, I want all of you tonight
Give me everything tonight
For all we know we might not get tomorrow
Let's do it tonight

(Don't care what they say
All the games they play
Nothing is enough
Till they handle love)

Let's do it tonight

(I want you tonight
I want you to stay
I want you tonight)

Grab somebody sexy, tell 'em hey
Give me everything tonight
Give me everything tonight
Give me everything tonight
Give me everything tonight

Take advantage of tonight
Cause tomorrow I'm off to Dubai to perform for a princess
But tonight, I can make you my queen
And make love to you endless
This is insane: the way the name growin'
Money keep flowin' hustlers move aside
So, I'm tiptoein', to keep flowin'
I got it locked up like Lindsay Lohan
Put it on my life, baby
I'll make you feel right, baby
Can't promise tomorrow, but I promise tonight (dale)

Excuse me
And I might drink a little more than I should tonight
And I might take you home with me, if I could tonight
And, baby, I'ma make you feel so good, tonight
Cause we might not get tomorrow

Tonight, I want all of you tonight
Give me everything tonight
For all we know we might not get tomorrow
Let's do it tonight

(Don't care what they say
All the games they play
Nothing is enough
Till they handle love)

Let's do it tonight

(I want you tonight
I want you to stay
I want you tonight)

Grab somebody sexy, tell 'em hey
Give me everything tonight
Give me everything tonight
Give me everything tonight
Give me everything tonight

Reach for the stars, and if you don't grab them
At least you'll fall on top of the world
Think about it, cause if you slip, I'm gon' fall on top your girl
What I'm involved with is deeper than the
Masons, baby, baby, and it ain't no secret
My granny's from Cuba,
but I'm an American Idol getting money like Seacrest
Put it on my life, baby,
I make you feel right, baby
Can't promise tomorrow, but I promise tonight (dale)

Excuse me
And I might drink a little more than I should tonight
And I might take you home with me, if I could tonight
And, baby, I'ma make you feel so good, tonight
Cause we might not get tomorrow

Tonight, I want all of you tonight
Give me everything tonight
For all we know we might not get tomorrow
Let's do it tonight

(Don't care what they say
All the games they play
Nothing is enough
Till they handle love)

Let's do it tonight

(I want you tonight
I want you to stay
I want you tonight)

Grab somebody sexy, tell 'em hey
Give me everything tonight
Give me everything tonight
Give me everything tonight
Give me everything tonight

Excuse me
But I might drink a little more than I should tonight
And I might take you home with me if I could tonight
And I think you should let me cause I look good tonight
Cause we might not get tomorrow"

"8.Give Me Everything- Pitbull (featuring Ne-Yo, Afrojack and Nayer)",2011,8,Give Me Everything, Pitbull (featuring Ne,give me everything,7/2/11,2011.0,Give Me Everything,give me everything,pitbull,pitbull,1.0,2.0,12.0,2.0,0,https://embed.spotify.com/?uri=spotify:track:4QNpBfC0zvjKqPJcyqBy9W,4QNpBfC0zvjKqPJcyqBy9W,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=TIVEV1199190,"[u'dance pop', u'latin', u'pop', u'pop rap']",rap,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,0.939,0.298,129.023,0.161,0.192,0,4,0.671,8,252307,-3.206,0.529,1,"Me not working hard?
Yeah right picture that with a Kodak
And, better yet, go to Times Square
Take a picture of me with a Kodak
Took my life from negative to positive
And I just want y'all know that
And tonight, let's enjoy life
Pitbull, Nayer, Ne-Yo, tell us right

Tonight, I want all of you tonight
Give me everything tonight
For all we know we might not get tomorrow
Let's do it tonight

(Don't care what they say
All the games they play
Nothing is enough
Till they handle love)

Let's do it tonight

(I want you tonight
I want you to stay
I want you tonight)

Grab somebody sexy, tell 'em hey
Give me everything tonight
Give me everything tonight
Give me everything tonight
Give me everything tonight

Take advantage of tonight
Cause tomorrow I'm off to Dubai to perform for a princess
But tonight, I can make you my queen
And make love to you endless
This is insane: the way the name growin'
Money keep flowin' hustlers move aside
So, I'm tiptoein', to keep flowin'
I got it locked up like Lindsay Lohan
Put it on my life, baby
I'll make you feel right, baby
Can't promise tomorrow, but I promise tonight (dale)

Excuse me
And I might drink a little more than I should tonight
And I might take you home with me, if I could tonight
And, baby, I'ma make you feel so good, tonight
Cause we might not get tomorrow

Tonight, I want all of you tonight
Give me everything tonight
For all we know we might not get tomorrow
Let's do it tonight

(Don't care what they say
All the games they play
Nothing is enough
Till they handle love)

Let's do it tonight

(I want you tonight
I want you to stay
I want you tonight)

Grab somebody sexy, tell 'em hey
Give me everything tonight
Give me everything tonight
Give me everything tonight
Give me everything tonight

Reach for the stars, and if you don't grab them
At least you'll fall on top of the world
Think about it, cause if you slip, I'm gon' fall on top your girl
What I'm involved with is deeper than the
Masons, baby, baby, and it ain't no secret
My granny's from Cuba,
but I'm an American Idol getting money like Seacrest
Put it on my life, baby,
I make you feel right, baby
Can't promise tomorrow, but I promise tonight (dale)

Excuse me
And I might drink a little more than I should tonight
And I might take you home with me, if I could tonight
And, baby, I'ma make you feel so good, tonight
Cause we might not get tomorrow

Tonight, I want all of you tonight
Give me everything tonight
For all we know we might not get tomorrow
Let's do it tonight

(Don't care what they say
All the games they play
Nothing is enough
Till they handle love)

Let's do it tonight

(I want you tonight
I want you to stay
I want you tonight)

Grab somebody sexy, tell 'em hey
Give me everything tonight
Give me everything tonight
Give me everything tonight
Give me everything tonight

Excuse me
But I might drink a little more than I should tonight
And I might take you home with me if I could tonight
And I think you should let me cause I look good tonight
Cause we might not get tomorrow"

9.Sexy and I Know It- LMFAO,2011,9,Sexy and I Know It, LMFAO,sexy and i know it,6/30/12,2012.0,Sexy And I Know It,sexy and i know it,lmfao,lmfao,1.0,46.0,42.0,50.0,-4,https://embed.spotify.com/?uri=spotify:track:0obBFrPYkSoBJbvHfUIhkv,0obBFrPYkSoBJbvHfUIhkv,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71101468,"[u'dance pop', u'edm', u'pop rap']",edm,https://api.spotify.com/v1/audio-analysis/0obBFrPYkSoBJbvHfUIhkv,0.875,0.166,129.986,0.322,0.115,0,4,0.698,7,199480,-4.164,0.734,1,"When I walk on by, girls be looking like damn he fly
I pay to the beat, walking on the street with in my new lafreak, yeah
This is how I roll, animal print, pants out control
It's real fool with the big F O
They like bruce lee rock at the club

Girl look at that body
Girl look at that body
Girl look at that body
I work out
Girl look at that body
Girl look at that body
Girl look at that body
I work out

When I walk in the spot, this is what I see
